#This is a comment
#Particle charge px[MeV] py[MeV] pz[Mev]
electron -1 151.12 76.0375 -247.666
muon -1 -110.968 136.781 94.7109
pion 1 -152.537 -225.085 16.7536
muon -1 -50.6391 -37.2347 211.207
electron -1 -75.1576 -200.428 95.4254
pion -1 146.984 77.4326 -172.789
muon -1 29.2421 -146.147 244.715
pion 1 210.138 222.36 -231.718
electron -1 242.435 -102.856 -8.83671
pion -1 -159.603 -6.42749 178.086
pion -1 -92.2888 187.547 -169.165
muon -1 129.064 176.931 -103.443
muon -1 -246.608 77.1689 158.863
pion -1 -194.99 209.181 -98.3395
pion 1 -208.871 -181.203 -56.6509
muon 1 -56.9277 97.8081 -175.685
pion 1 128.092 205.152 40.5833
electron 1 164.721 138.551 168.103
electron -1 131.995 -216.915 215.402
muon 1 -220.146 -16.7735 151.354
muon 1 249.657 160.765 149.977
muon -1 174.106 -221.43 -87.5529
electron 1 -80.5299 178.609 187.151
muon -1 139.77 -171.911 -240.23
muon -1 -177.857 102.922 -142.832
muon -1 219.577 -195.016 -29.3496
muon 1 131.122 -126.958 -7.89138
electron -1 82.0539 209.481 -148.054
muon 1 -216.095 -147.677 100.366
muon 1 36.0189 -244.192 172.339
pion 1 172.422 -119.19 244.355
pion -1 209.041 238.022 -17.018
pion -1 131.093 -52.6977 115.653
pion -1 160.587 10.9453 -231.707
muon 1 131.829 63.2591 237.808
muon -1 155.241 -105.598 -200.48
muon -1 -48.3492 46.56 -40.715
electron -1 143.812 -206.706 35.2304
muon -1 -143.729 44.6339 -220.073
pion -1 -81.0049 212.333 -157.394
muon -1 -13.0705 99.6371 174.474
pion 1 -77.8029 249.35 16.5366
pion 1 -204.89 -209.26 77.2103
muon -1 34.9777 -180.847 177.631
muon 1 63.8864 -110.674 52.6802
electron 1 80.0606 -12.0013 12.512
pion 1 -16.7779 214.776 200.659
pion -1 182.813 13.0164 -159.771
muon -1 73.0038 165.454 -64.7334
electron 1 242.916 -117.773 99.103
pion 1 58.4605 133.127 -175.994
muon 1 60.7701 7.45496 -214.444
pion -1 217.097 234.816 59.0698
electron -1 -95.8315 -188.573 48.4348
electron -1 -23.8065 -89.488 62.0491
pion -1 34.7748 -235.478 -19.4511
muon -1 28.8395 -52.016 32.3748
muon 1 153.052 187.194 193.275
muon -1 125.267 -136.273 237.764
muon 1 164.15 -26.0477 208.041
muon -1 14.158 -201.704 236.73
muon -1 -50.7444 -40.7039 -215.624
muon -1 -110.447 4.92875 -213.684
muon 1 78.0861 225.327 -229.626
muon -1 -167.537 18.8702 -242.938
electron 1 10.6353 243.049 -109.786
pion -1 -211.578 15.7629 -203.821
electron 1 -206.252 70.905 -15.0421
electron -1 85.0435 183.819 236.609
muon 1 -173.557 249.704 -37.3989
muon 1 104.779 165.083 -169.323
pion -1 -223.527 18.6862 87.8085
muon -1 -65.3245 31.9677 -102.852
muon -1 -204.544 226.918 -203.348
electron 1 104.952 116.651 153.017
pion 1 -120.135 180.042 67.3528
pion -1 -119.179 -205.618 82.5161
muon -1 69.8899 170.696 -175.019
pion -1 110.919 -159.857 -130.787
pion 1 -96.3641 -52.3431 55.6764
electron -1 -123.299 222.502 -174.021
pion -1 -115.497 12.5195 119.995
electron -1 33.5919 179.756 -152.287
electron 1 66.0432 -40.0242 117.846
muon 1 93.8219 4.16652 241.792
muon -1 219.725 247.413 -49.8088
muon -1 -89.9997 98.8769 66.0527
electron 1 38.4766 -83.271 -25.3045
muon 1 92.4376 -75.5696 -202.94
pion 1 -233.504 -216.028 -103.475
muon -1 -17.4141 -133.761 -190.018
electron 1 -124.611 32.1147 243.605
electron -1 171.028 -119.583 -205.145
pion 1 -230.105 226.092 -123.281
electron -1 183.43 210.831 -231.199
electron 1 189.327 68.205 22.9277
muon -1 239.333 225.587 -82.3419
muon 1 -56.0722 -199.387 -91.7318
muon -1 -83.4166 50.844 -96.9066
muon -1 -183.84 150.821 -245.406
muon -1 -23.4282 -177.647 -123.164
muon -1 -24.091 161.111 -200.435
electron -1 183.343 -195.884 -249.172
muon -1 47.9548 -175.7 -154.37
electron 1 76.0582 7.10519 72.8986
pion -1 -41.3596 78.3607 237.757
muon -1 225.298 -83.47 -102.532
electron 1 -170.182 -69.204 -172.343
electron -1 -75.2085 -78.8234 165.182
pion 1 -215.787 3.76779 -153.226
muon -1 -175.947 24.3647 149.702
electron -1 -234.979 181.202 206.355
pion 1 204.533 116.836 24.0815
muon -1 211.787 -174.134 198.561
muon 1 -169.651 -60.6687 -227.097
pion 1 246.252 -232.079 83.2885
pion 1 224.21 84.5862 151.476
pion 1 -136.8 -120.582 235.102
muon -1 14.5901 41.1778 -134.634
muon 1 210.082 -218.03 235.832
muon -1 105.526 173.868 54.4357
pion -1 -241.493 -9.02491 104.845
muon -1 175.696 132.844 90.1182
muon 1 189.161 -88.4175 -160.313
pion -1 132.218 94.8099 -168.686
electron 1 212.913 -44.8578 4.4315
muon -1 189.624 -168.933 -13.2306
electron 1 -235.38 -108.476 -154.18
electron 1 -29.3056 -177.381 -88.9776
muon 1 -61.4757 -155.842 -88.3768
electron -1 -108.15 241.161 83.8586
pion -1 -135.177 -125.477 41.6169
muon 1 -46.7298 -178.617 217.379
pion 1 29.7399 -153.76 245.242
muon -1 58.7504 208.798 -38.0064
pion 1 -5.70051 -59.5323 -34.28
pion -1 -235.057 -85.7686 134.471
muon 1 -26.804 -168.172 211.247
muon -1 -92.0033 240.117 242.751
electron -1 117.805 28.1802 91.8978
electron -1 31.3107 198.825 -176.758
pion 1 100.771 90.9697 15.5656
pion 1 -53.3989 -172.583 170.697
electron -1 130.922 -144.841 -184.014
pion 1 73.1626 189.264 61.6794
pion 1 -57.7552 80.3468 202.777
muon -1 -129.19 -90.3899 116.79
muon -1 89.6653 80.6891 -58.6231
pion 1 -31.868 -88.3025 -163.942
electron -1 -117.704 185.226 -168.164
muon 1 -36.592 -9.21092 15.2905
muon 1 43.302 65.318 2.82182
pion -1 -233.998 231.769 -113.985
pion -1 -131.527 85.8327 -40.9345
pion 1 71.997 166.688 116.831
muon 1 218.921 -39.7884 -159.292
muon -1 -142.652 79.8174 14.7836
pion 1 -133.696 -151.118 -114.838
muon 1 3.62703 191.893 -139.581
electron 1 -52.8542 178.396 -10.4302
electron -1 -165.937 -187.813 234.483
pion 1 -127.99 178.094 -16.4662
muon 1 -24.9222 -199.387 218.645
muon -1 -200.125 124.945 19.6978
electron 1 13.3213 -4.93011 90.8633
pion -1 83.1949 123.243 85.1242
electron -1 0.657969 -127.432 174.865
muon -1 171.212 240.476 -14.2677
pion -1 -2.32472 194.22 -213.971
pion 1 147.553 -202.753 76.5413
muon 1 241.556 -2.19226 178.808
muon -1 -215.452 -132.514 233.325
pion 1 18.8578 94.3191 -9.93976
muon 1 -111.097 94.4535 120.06
muon -1 -204.602 231.95 -233.788
pion -1 -27.9233 115.964 129.31
pion -1 159.061 9.90737 211.715
pion -1 -245.16 72.3804 -26.1297
pion -1 169.459 -61.6443 -24.7031
muon -1 47.3278 -25.584 158.014
muon -1 20.3736 -223.26 -41.9624
pion 1 170.139 -51.0653 29.4537
pion 1 -2.62949 146.395 11.2121
muon -1 -31.8826 -152.444 7.9858
electron -1 136.696 28.0706 118.253
pion -1 -177.567 -33.582 -6.1742
pion 1 -161.52 -21.3364 133.608
pion 1 -123.423 -14.3105 87.8276
muon -1 247.311 227.512 -101.244
electron 1 179.228 130.885 -77.0509
muon -1 -73.4541 -113.524 95.1574
muon 1 171.011 -1.02762 -36.3017
electron -1 30.6988 77.9244 -63.9912
pion 1 33.1514 128.876 -182.521
pion -1 -186.123 134.019 -218.113
muon -1 51.0392 105.846 -126.396
muon 1 -144.954 -81.2806 238.895
pion 1 -76.7737 -14.0702 -106.528
muon -1 218.35 222.828 -56.1191
electron 1 -249.786 -157.506 -94.6326
pion -1 -241.135 -46.8553 -155.016
pion 1 91.6815 -102.567 182.018
pion 1 -15.4936 -223.723 69.9775
muon -1 -140.256 -226.086 177.684
electron 1 -238.043 221.719 -63.9452
muon -1 32.1635 -194.386 -136.398
electron 1 209.803 133.969 -240.562
muon 1 81.6675 35.2046 -153.215
muon 1 -194.331 0.237118 106.503
electron 1 200.386 248.176 -79.7136
muon -1 99.4174 -162.043 -229.163
electron 1 186.822 211.793 127.649
electron -1 -37.1876 -137.301 -68.1686
muon -1 218.476 12.1853 -108.234
pion 1 -80.1668 98.7606 0.544251
electron -1 -30.9111 91.2626 -43.4722
muon -1 -161.344 229.813 164.063
muon -1 248.849 114.807 17.3682
muon 1 -205.548 46.6589 62.1038
pion -1 -33.7205 195.844 99.7099
electron 1 176.539 -171.874 -117.24
muon -1 48.2977 11.9007 223.126
muon 1 -22.3683 -170.943 -36.8027
pion 1 -76.6478 203.037 -167.357
pion -1 203.086 159.564 -144.034
pion -1 -102.274 -71.0997 -23.6785
muon -1 -53.9131 -21.6802 40.4923
pion 1 218.107 79.6724 137.451
muon -1 -238.201 -104.353 -236.926
pion 1 27.2962 137.621 24.5041
pion 1 222.946 48.5824 206.832
electron -1 -218.997 -13.7424 -94.7897
electron 1 -96.2581 235.489 11.6439
pion -1 -10.019 -109.477 -232.942
electron -1 92.2564 135.835 14.9254
pion -1 154.878 117.724 -235.001
muon 1 -90.3204 40.4795 -77.0872
electron -1 -156.128 -96.0657 180.372
pion 1 -168.74 128.144 -119.505
pion 1 182.98 153.318 167.125
muon 1 -127.764 -193.594 118.707
muon 1 -75.8219 134.528 -31.9478
muon -1 43.3263 203.057 117.003
muon -1 200.162 -85.4084 169.917
muon 1 -189.442 67.682 192.308
muon -1 -117.819 23.2133 -206.652
electron -1 -137.692 6.88252 -196.643
pion 1 207.58 -186.91 -75.2321
pion -1 -231.133 130.074 -211.016
electron 1 -89.9066 -197.776 -94.7893
muon -1 -54.4515 -232.494 -201.319
pion 1 -29.2837 32.3665 -65.7864
pion 1 237.313 116.816 87.6145
electron 1 59.8745 -36.8286 -96.4488
pion -1 -173.769 -93.3391 -88.4689
muon -1 167.856 99.7272 -98.5029
pion -1 -128.135 86.0806 -128.754
muon -1 217.672 229.62 -201.85
muon -1 -102.415 -137.746 -138.275
pion -1 37.6341 236.983 -232.253
electron 1 -119.991 -122.928 113.066
pion 1 -60.8073 148.923 197.209
muon -1 -102.569 163.177 167.291
pion 1 242.525 12.5679 212.196
pion -1 129.52 209.183 -145.249
pion -1 -34.4847 -44.4656 -137.137
pion 1 -239.984 225.654 140.767
pion -1 99.3226 -56.7888 118.376
pion -1 10.9364 -165.872 228.027
electron -1 -138.172 51.8092 -178.132
pion 1 -145.4 -63.4089 -157.603
electron -1 -206.795 -128.252 -102.004
muon 1 -11.8872 -184.422 -144.739
muon -1 -114.17 -187.131 242.376
muon -1 174.896 -131.06 140.237
muon 1 -247.57 -107.278 6.45136
muon -1 -148.02 173.013 -120.742
electron -1 -148.662 -246.879 233.873
muon -1 -28.5069 25.9065 -66.7612
muon 1 -129.009 -183.016 142.904
muon -1 4.15643 -152.92 79.9678
electron -1 -182.611 -73.7606 -152.252
pion 1 84.6612 -20.2167 233.549
electron 1 239.468 -214.375 -66.4121
electron 1 218.366 -191.34 -218.523
muon 1 -68.4904 133.985 202.162
muon 1 -45.5716 -71.851 -70.9046
muon 1 245.284 4.01566 -91.5377
muon -1 -183.711 216.655 -34.6984
electron 1 -231.063 -162.45 189.805
muon -1 -141.8 117.844 -0.151862
muon 1 217.945 -186.799 -125.072
pion -1 196.378 -247.176 -129.945
pion -1 -94.562 89.9188 210.339
muon -1 76.3852 -221.932 -191
pion -1 -181.532 -141.872 233.239
electron 1 -216.472 -188.747 -112.785
pion 1 -205.315 99.7408 -69.5049
pion 1 -214.008 164.861 -234.595
muon 1 56.8743 -2.64417 24.4039
pion -1 -141.605 236.687 -63.8368
muon -1 148.037 15.7328 6.74141
electron 1 12.9236 -69.3938 -191.021
electron 1 68.2898 241.668 174.93
muon 1 71.0176 -223.378 134.795
pion -1 -182.144 -118.419 -106.465
electron 1 -123.412 71.2615 214.975
muon 1 -39.4278 49.1319 14.8395
pion 1 84.6584 59.5175 116.712
muon 1 -54.3568 -160.738 157.679
pion -1 239.31 74.9698 -117.335
muon 1 -97.1699 83.3753 240.899
pion 1 116.072 -81.8846 -52.7944
electron -1 -74.3429 225.279 157.317
muon 1 86.9679 -174.126 -179.767
muon -1 152.881 -234.082 -233.008
muon 1 -58.1783 -240.537 -40.5374
muon 1 57.4783 116.791 13.4124
muon 1 -79.6161 -209.458 -144.879
electron 1 -207.202 38.0281 57.6952
pion -1 59.5933 -79.7147 99.3798
pion -1 -175.783 -172.8 105.077
muon 1 92.98 177.349 52.7487
muon -1 -47.2056 50.404 -162.38
muon -1 26.4287 -93.3333 213.087
pion -1 -92.3145 177.512 -29.5879
muon 1 40.6881 151.104 -76.5609
pion 1 -248.927 -160.827 57.3233
pion 1 -157.388 247.59 -247.327
electron 1 -232.961 25.0995 -97.211
muon -1 -159.136 52.9224 -76.377
muon -1 -202.656 66.5052 106.637
muon 1 131.481 97.399 83.0427
muon -1 63.0865 -81.905 186.202
muon 1 13.1221 11.9148 73.3784
muon 1 -160.597 -119.573 -184.382
muon -1 -123.886 47.5792 214.028
pion 1 -106.502 -124.158 231.629
muon 1 -234.511 -94.1618 104.832
muon -1 -204.625 34.3282 -11.9307
electron 1 -177.77 238.153 -25.5328
electron -1 -155.283 10.3396 -191.491
electron 1 -216.399 -70.2743 -132.049
pion -1 138.245 177.117 182.766
electron 1 -9.00437 131.67 132.53
electron 1 187.967 -147.542 -222.774
electron 1 -144.423 -191.962 -99.3222
pion 1 17.5926 -50.3953 6.50552
muon 1 2.37418 138.81 -201.606
pion 1 -242.53 -190.789 239.569
muon 1 -17.322 -209.154 -101.266
muon 1 68.9016 -242.4 81.6247
pion -1 -45.6294 -111.51 94.122
electron 1 -221.082 149.138 206.388
pion 1 40.7775 -44.9199 174.766
pion 1 138.811 102.133 -75.6374
muon -1 -247.589 142.353 204.176
muon 1 -167.16 -94.9132 67.7127
muon -1 243.015 140.015 -219.633
muon 1 -134.415 -243.078 -125.718
pion 1 240.166 -10.9577 -109.815
pion -1 -79.5581 -42.4163 31.6121
pion 1 27.245 60.8108 -9.96331
muon 1 -241.474 110.322 -146.828
pion 1 -184.075 159.275 135.747
muon 1 141.102 -136.497 -221.002
pion 1 91.1663 168.739 48.1948
muon -1 -91.2808 -148.505 109.989
electron 1 204.129 -26.4329 -247.69
muon 1 -217.065 -19.7398 -249.299
pion 1 136.119 -245.28 108.17
pion -1 -194.948 245.701 -201.948
muon -1 218.769 173.788 -168.82
electron 1 244.346 93.7489 -44.0624
electron -1 93.8768 81.5072 -46.7777
electron 1 -211.707 230.191 -1.29801
muon -1 -163.443 143.398 56.5942
pion -1 -209.113 -59.0404 -99.7985
pion 1 -198.975 79.7191 -202.759
muon 1 137.92 169.606 125.701
muon 1 24.7994 -155.891 -241.975
electron 1 -245.294 -73.9708 230.465
muon -1 117.718 33.3776 -19.6106
muon -1 -111.687 -85.8091 223.618
electron 1 179.049 40.3983 -176.869
muon 1 -229.702 -133.756 -104.182
pion -1 165.267 207.951 -218.523
electron -1 145.013 80.6291 194.134
muon 1 15.589 -165.731 213.504
pion 1 -114.931 -2.08483 -165.607
pion -1 156.471 164.599 -200.317
pion 1 75.4747 -45.0224 59.9968
pion 1 4.55482 178.358 -95.1316
pion 1 -14.6645 213.538 92.6181
muon -1 -56.7046 113.763 -235.966
muon -1 18.0639 -217.758 -58.1801
pion 1 47.3425 -87.0564 -203.833
muon 1 29.7339 -143.251 -217.362
electron 1 124.252 -137.494 207.841
pion 1 20.1119 207.63 230.431
pion 1 -115.515 -169.718 -161.881
muon -1 15.3635 -110.7 220.263
muon -1 150.218 10.8429 -40.9427
pion -1 211.953 179.287 -28.8465
electron 1 117.61 -208.881 -165.069
electron -1 -183.655 -40.4207 154.082
electron 1 186.97 -204.719 -206.529
muon 1 196.56 -204.126 58.1031
muon 1 88.1798 -29.5773 -233.31
electron -1 99.38 227.277 -249.178
pion 1 -67.6226 -225.033 -235.205
muon -1 192.765 163.575 -187.28
electron 1 -64.2262 37.0088 -156.899
muon -1 175.353 209.149 -36.4031
pion 1 8.6395 168.807 -0.645596
muon -1 -33.1918 -158.595 -143.111
muon 1 51.1451 -205.472 200.093
electron 1 231.117 139.638 -156.013
electron 1 -29.7555 96.1235 -23.0295
pion 1 -191.945 -197.403 173.723
pion -1 127.176 -220.898 200.957
pion 1 96.6839 17.2724 238.08
pion 1 -149.28 11.0326 5.17666
electron 1 -203.331 -114.448 53.8313
muon -1 -230.85 -231.747 65.1783
electron -1 -154.429 -24.0894 187.296
muon -1 5.40342 37.922 -146.925
pion 1 109.777 -141.628 227.557
muon -1 -239.423 -157.577 -46.461
muon -1 -100.984 -13.4081 -127.249
electron 1 -78.3222 230.735 -176.206
muon -1 -206.263 -199.494 -36.9022
muon -1 114.225 -167.354 96.301
pion 1 -238.917 186.925 -231.624
muon 1 -196.506 -28.4528 156.613
pion -1 -35.3213 36.0621 185.383
electron -1 -225.875 -200.105 221.968
electron -1 189.076 110.703 10.6138
pion 1 49.8842 -217.498 -122.14
muon -1 197.907 -77.9529 -233.008
electron -1 -73.6326 -48.9949 238.052
electron -1 -173.241 241.849 75.1943
pion -1 -221.376 136.984 -5.67107
pion 1 -145.165 -96.3786 -137.099
muon 1 -62.1914 -249.45 58.3241
pion -1 177.44 -101.622 23.946
pion 1 -102.1 -228.542 -47.1691
muon 1 42.2556 -148.959 -224.179
muon 1 224.701 95.1598 126.458
pion -1 131.665 57.3417 50.603
pion 1 128.301 96.3766 24.0948
muon -1 -61.4632 -226.12 110.796
pion 1 206.78 -220.265 -5.44291
muon 1 223.616 141.07 190.242
muon -1 162.717 210.392 -142.196
muon 1 -224.254 -59.0594 -103.849
electron 1 -102.127 -19.2402 -212.092
electron -1 18.2705 203.777 -234.694
electron 1 48.3143 48.8223 -102.015
pion -1 245.16 100.898 -30.305
muon -1 -96.0538 -192.187 -45.1724
muon -1 -219.121 118.398 121.725
pion -1 -60.5932 -102.833 -60.8378
pion 1 43.8508 34.3051 -91.3961
electron 1 -194.732 43.5312 -36.8831
electron 1 -63.8636 205.64 40.6091
muon -1 41.7702 -58.8304 175.403
pion 1 -222.759 -59.9278 -204.704
pion 1 111.224 -210.29 -42.7243
pion -1 -61.9367 213.995 -128.953
muon -1 29.5189 129.183 -137.87
electron -1 240.207 3.83475 -145.45
muon -1 241.151 -9.03786 -115.735
pion -1 124.183 185.361 -3.33421
muon 1 -89.006 -26.8197 91.9001
muon -1 -102.801 102.505 123.636
muon -1 211.486 -247.865 -152.063
electron -1 134.705 83.1363 158.976
pion -1 -114.091 136.93 171.653
pion 1 -16.3753 210.819 -61.5697
pion -1 6.21472 153.169 -182.773
pion -1 140.854 -106.073 -132.769
electron 1 -158.202 -176.231 132.489
electron -1 186.414 62.8713 -13.7614
electron -1 204.858 -83.4299 -34.2544
pion -1 240.324 -16.694 -130.805
pion 1 236.285 225.265 -235.558
pion 1 73.1244 -37.6308 64.2725
electron -1 171.69 31.9887 10.3173
muon -1 -127.895 -224.762 24.853
muon 1 117.875 -132.415 -26.1633
muon -1 -90.302 -109.054 194.225
muon 1 -72.9724 -133.322 108.746
muon 1 69.7525 207.923 -246.936
pion -1 -187.908 -149.081 236.393
electron 1 127.479 31.2463 134.657
muon -1 -12.6459 166.897 -176.88
muon -1 -115.219 67.525 -175.715
electron 1 235.914 136.617 -168.477
pion 1 -55.469 -0.406126 -105.838
electron -1 34.0959 -39.1836 156.958
electron 1 149.083 222.633 -139.926
electron 1 -59.4066 -111.211 223.555
pion 1 58.3716 -12.6647 -110.081
pion 1 -54.048 225.301 -16.1399
muon -1 89.458 46.8363 -31.8131
electron -1 -162.394 -76.0821 -45.0758
muon -1 -7.58195 -187.813 -153.252
pion -1 108.815 210.112 190.525
pion 1 -165.805 62.5538 -108.314
electron 1 -186.353 61.4667 217.356
pion 1 204.346 -90.1388 -243.58
muon -1 -24.7043 57.2414 41.5526
electron 1 186.306 129.864 -10.3663
muon -1 -222.276 147.085 247.83
muon 1 33.9102 162.701 -85.3034
electron 1 -129.891 236.12 94.5809
muon -1 24.4166 -45.865 141.457
muon -1 186.498 -229.777 32.3053
pion -1 -208.264 -221.03 164.614
muon 1 93.9507 -133.715 -4.1491
pion 1 18.7073 -209.869 -63.9471
pion -1 223.265 -40.698 -210.731
pion -1 91.0901 93.9116 -143.208
muon 1 -33.4447 128.991 44.805
muon 1 21.7267 -196.057 -100.013
muon 1 -185.428 151.856 -44.7868
pion 1 76.8962 -214.264 -23.2614
muon -1 145.957 145.876 242.323
electron 1 131.617 -133.799 23.0107
pion -1 116.362 -213.789 157.925
electron 1 247.843 -147.222 -233.689
pion -1 -186.55 -242.989 248.475
muon -1 -159.962 126.315 119.054
pion -1 191.296 94.9977 39.353
electron -1 47.8559 -40.0978 14.5033
electron -1 -59.7345 207.628 175.076
electron 1 -123.194 -93.3388 115.076
pion 1 44.7189 168.424 95.3828
muon -1 -244.62 135.434 208.17
muon -1 -82.5215 71.4906 -37.3044
muon 1 -132.03 -7.13651 26.7891
muon -1 247.595 -241.798 34.1253
electron 1 138.169 117.387 28.3235
pion 1 44.2148 -125.3 152.108
electron 1 -188.252 127.934 69.1521
muon -1 131.497 12.6255 -104.382
pion 1 135.865 98.3058 106.154
pion 1 115.904 -39.1427 -11.9131
muon -1 129.286 3.10788 -40.7696
pion 1 89.5106 -85.1278 131.667
muon -1 -107.708 -157.442 -53.2668
pion 1 -68.98 226.926 -205.367
pion -1 -15.0767 -6.49692 -54.3586
pion -1 -193.863 -122.905 -104.036
electron 1 26.5706 -89.8965 -80.2762
electron 1 -222.201 -47.0622 -192.932
muon -1 58.6808 222.567 -119.86
muon -1 226.042 229.169 123.823
pion 1 -65.4341 18.0778 50.4008
pion 1 135.101 -232.893 -167.439
muon -1 204.192 18.9151 -242.295
electron -1 35.5466 106.157 -177.212
muon 1 -63.7086 111.851 -47.3995
electron 1 136.426 126.983 25.1469
muon 1 -65.4015 158.849 156.024
pion -1 96.2015 -138.7 -77.2964
pion -1 194.454 -235.712 -188.082
pion -1 81.3035 -36.3199 -103.658
electron 1 20.9955 -240.833 124.826
electron -1 186.136 -204.188 -116.156
muon -1 112.953 -41.6072 -119.396
electron -1 -184.457 -172.386 227.808
electron -1 -33.4878 -242.883 -100.279
pion -1 141.351 44.5699 -146.383
electron -1 222.061 164.731 61.093
pion 1 -45.4039 -106.777 133.206
muon -1 -104.208 -160.91 -116.383
pion -1 -129.684 114.857 -0.361197
muon -1 197.051 -89.9778 127.168
electron 1 206.38 -200.343 216.188
pion -1 208.767 181.821 195.666
muon -1 -214.224 -89.6147 -130.651
pion 1 90.5893 120.369 82.9086
electron -1 195.541 -93.2906 -64.0734
muon -1 40.0525 -136.564 -53.9502
pion 1 190.516 -87.0578 -178.664
pion 1 135.315 137.638 -196.335
electron -1 -246.861 -42.8693 176.131
muon 1 206.672 193.881 -22.7297
muon -1 83.5147 -217.556 -109.501
pion 1 -179.053 73.082 -240.986
electron -1 99.7325 -144.073 -30.1243
pion -1 -85.6101 76.0654 157.547
muon 1 241.711 95.7107 234.955
muon -1 -58.7997 -23.2643 -108.897
muon -1 -225.365 176.053 -98.9966
muon -1 204.343 124.238 198.901
pion -1 -11.5618 -57.1552 -110.207
pion -1 -208.258 -124.656 32.321
electron -1 -37.1787 -136.113 -170.244
electron -1 120.101 -181.753 24.4419
electron 1 -136.916 137.145 101.913
electron -1 123.005 92.3267 48.7978
pion -1 -220.222 -168.944 111.388
pion 1 54.123 245.325 -174.946
muon -1 -165.361 -22.266 206.653
electron 1 -88.2774 -215.796 -149.297
muon 1 -190.374 -221.604 -209.817
muon 1 241.195 136.506 -158.363
muon -1 113.734 218.035 -99.6533
pion 1 6.167 -234.99 214.89
pion -1 85.0685 48.2414 -235.54
muon -1 -36.3171 48.6962 -106.409
pion 1 -102.27 63.9599 119.429
pion 1 67.6844 241.456 -192.748
muon -1 43.0435 -141.054 -183.11
electron 1 60.0208 40.5961 88.0279
pion 1 240.296 -39.1132 158.952
electron 1 82.9927 70.7269 -36.6064
muon 1 -150.878 247.971 -2.18202
muon 1 -37.5616 228.258 -187.925
muon -1 -214.171 -41.55 21.0295
electron 1 76.6415 206.72 40.5593
